Language Name,ISO,STATE,LgFly,Translation Status/Need,Strategic Zone,Orgs Involved,TR Org,Population,Pop. Source,"Pop in
2011",Location,#Of translations,OT Tr in progress,Decision Criteria,Translation Status,Status date,NT in Progress,Project location (State & District),"NT Start
Date","OT Start
Date","NT Pub
Date",NT Revised,"First BB 
Pub. Date",Bible revised,NT Script,Cluster,Translators/Facilitators name,Other information,No,"Literacy Rate
in L1","Literacy Rate
in L2","Source on
Literacy (L2)","Second
Language (L2)",GFA,TWR,FEBA,NT,Portions,Jesus Film,Jesus Film Audio,Jesus Film Children,Dayasagar,God Story,Radio Broadcast,,,,,,,,,,
Nagarchal,nbg,Madhya Pradesh,Dravidian,No Need,Central Zone,,,10,Nearly Extinct,,"Madhya Pradesh [Balaghat, Chhindwara, Mandla, Seoni districts]; Chhattisgarh [Durg district]; Maharashtra [Bhandara district]; Rajasthan",,,Nearly extinct,,,,,,,,,,,,Gondi cluster,,,336,,,,,,,,,,,,,,,,,,,,,,,,,
Nahali,nlx,Maharashtra,Indo-Aryan,Translation in Progress,Central Zone,ORBIT,TWFTW/OA,15000,,,"Maharashtra [Nandurbar district - Dhadgaon tahsil - 12 villages around Toranmal, Jalgaon district - Chopda tahsil - north of Amalwadi]",1,,,,,,,2006/2016,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,
Nahari,nhh,Chandigarh,Indo-Aryan,Translation in Progress,Central Zone,,OA,20400,Ethnologue 09,,"Chhattisgarh [Raipur, Bilaspur districts]; Orissa [Sambalpur District]",,,,,,,,2015,,,,,,,Oriya,,,338,,,,,,,,,,,,,,,,,,,,,,,,,
Nefamese,nef,Arunachal Pradesh,Pidgin,No Need,NEI Zone,,,10,,,Arunachal Pradesh,,,No MT of Nefamese,,,,,,,,,,,,Arunachal,,,339,,,,,,,,,,,,,,,,,,,,,,,,,
Nepali,nep,(northern) West Bengal,Indo-Aryan,Whole Bible Available,NEI Zone,"IBS, RC, UBS, CCC, FEBA, SGM,BSI, GFA, WBTC, TWR, WCOI, GFA radio",,2867922,Census 2001,,"West Bengal [Darjeeling area]; Sikkim; Assam; Arunachal Pradesh; Bihar; Haryana; Himachal Pradesh; Uttar Pradesh; Uttarakhand; Manipur; Mizoram; Nagaland; Meghalaya, Tripura",,,,,,,,,,1821,,1914,,,,,,340,,,,,x,x,,x,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,
Newar,new,Sikkim,Tibeto-Burman,NT available,NEI Zone,"TWR, GFA radio",NBS,14000,Ethnologue 09,,Sikkim, West Bengal, Bihar [city of Bettiah], Andamans,,,,,,,,,,1986,,,,,Sikkim cluster,,,341,60%,60%,Census 1991,,x,,,,,,,,,,Yes,,,,,,,
"Nicobarese, Car",caq,Andaman and Nicobar Islands,Austro-Asiatic,Whole Bible Available,South Zone,"GR, SGM, BSI",,37000,Ethnologue 09,,North Nicobar Islands [Car Island],,,,,,,,,,1940,,1969,,,Nicobar,,,342,,46%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
"Nicobarese, Central Zone ",ncb,Andaman and Nicobar Islands,Austro-Asiatic,Limited Need,South Zone,,,10083,Census 2001,,"Nicobar Islands [Katchal, Camorta, Nancowry, and Trinket islands]",,,Car Nicobarese is the common language for them,,,,,,,,,,,,Nicobar,,BMI completed recording of a set of story,343,,46%,Census 2001,,,,,,x,,,,,,,,,,,,,,,,
"Nicobarese, Southern ",nik,Andaman and Nicobar Islands,Austro-Asiatic,Limited Need,South Zone,,,7500,Census 2001,,Nicobar Islands [Little Nicobar and outer Great Nicobar islands],,,Car Nicobarese is the common language for them,,,,,,,,,,,,Nicobar,,BMI completed recording of a set of story,344,,46%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Nihali,nll,Maharashtra,Isolate,Translation in Progress,Central Zone,,TWFTW,2000,Wikipedia,,Maharashtra [Buldana district -Jamod Jalgaon tahsil],1,,,,,,,2015,,,,,,,Korku cluster,,,345,,,,,,,,,,,,,,,,,,,,,,,,,
Nimadi,noe,Madhya Pradesh,Indo-Aryan,Translation in Progress,Central Zone,GR,BR,2148146,Census 2001,,"Madhya Pradesh [Khandwa (East Zone Nimar), Khargone, Barwani and southern Dhar districts]; Uttar Pradesh; Maharashtra",1,,,,,X,,2000,,,,,,,,,,346,,40%,,,,,,,,,Yes,,,,,,,,,,,,,,
Noiri,noi,Maharashtra,Indo-Aryan,Translation in Progress,Central Zone,,TWFTW/OA,100000,,,"Maharashtra [Nandurbar District - Dhadgaon, Akkalkua, and Shahada tahsils, Dhule District -Shirpur tahsil, Jalgaon District - Chopda tahsil] Madhya Pradesh [Badwani district - Pansemal tahsil]",1,,"Western areas have positive attitude, East Zoneern areas have negative attitude (Survey)",,,,,2016,,,,,,,,,,347,,1%,,Marathi,,,,,,,,,,,,,,,,,,,,,
Nyshi,dap,Arunachal Pradesh,Tibeto-Burman,NT available,NEI Zone,"BAP, BSI, GR, SGM",BSI,118111,Census 2001,,Arunachal Pradesh [Lower Subansiri and East Zone Kameng Districts], Assam [Darrang District],,X,,,,,,,2008,2002,,,,,Arunachal,,,348,,46%,Census 2001,,x,,,,,Yes,Yes,,,,Yes,,,,,,,,,
Oko-Juwoi,okj,Andaman and Nicobar Islands,Great Andamanese,No Need,South Zone,,,0,Ethnologue 09,,Andaman Islands [west Central Zone and southwest interior Middle Andaman Island],,,extinct,,,,,,,,,,,,Andaman,,,349,,,,,,,,,,,,,,,,,,,,,,,,,
Onge,oon,Andaman and Nicobar Islands,Great Andamanese,No Need,South Zone,,,94,Ethnologue 09,,Southern Andaman Islands [Dugong Creek and South Bay islands],,,Nearly extinct,,,,,,,,,,,,Andaman,,,350,,,,,,,,,,,,,,,,,,,,,,,,,
Oriya,ori,Odissa,Indo-Aryan,Whole Bible Available,East Zone," BAP, GR, IBS, CCC, CNI, FEBA, SGM, BSI, GFA, WBTC,TWR, WCOI",,32110482,Census 2001,,"Orissa; Jharkhand [Singhbhum, Ranchi districts]; Chhattisgarh [Raigarh, Raipur, Bastar districts]; West Bengal [Medinipur (Midnapore) district]; Assam; Andhra Pradesh [Vishakhapatnam district]",,,,,,,,,,1809,,1815,,,Odisha cluster,,,351,64%,64%,Census 2001,,x,x,x,x,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
Oriya Adivasi,ort,Andhra Pradesh,Indo-Aryan,NT available,South Zone,"GR, IEM, WCOI",IEM,150000,Ethnologue 09,,Andhra Pradesh [Vishakhapatnam District - Araku Valley],,,,,,,,1999,,2011,,,,,Oriya,,,352,7%,34%,Census 2001,,,,,,x,,,,,,,,,,,,,,,,
Pahari Kullu,kfx,Himachal Pradesh,Indo-Aryan,Translation in Progress,North West Zone,"YWAM, IEM. GR, CNI, SGM, BR",INDP/OA,257949,Census 2001,,"Himachal Pradesh [Kullu District - Banjar, Balichowk, Sainj tahsils]",1,,,,,X,,1991/2003,,,,,,,Pahari cluster,,,353,,,,,,,,,x,Yes,Yes,,,,,,,,,,,,,,
Pahari Mahasui,bfz,Himachal Pradesh,Indo-Aryan,Translation in Progress,North West Zone,"Agape Operation, North India Community Outreach",OA,1000000,Ethnologue 09,,Himachal Pradesh [Shimla and Solan districts],1,,,NT STAGE 4,,X,,2009,,,,,,,Pahari cluster,,,354,,,,,,,,,,,,,,,,,,,,,,,,,
Pali,pli,Bihar,Indo-Aryan,No Need,Hindi Zone,,,0,Ethnologue 09,,,,,extinct,,,,,,,,,,,,,,,355,,,,,,,,,x,,,,,,,,,,,,,,,,
Paliyan,pcf,Kerala,Dravidian,Limited Need,South Zone,,,3916,Census 2001,,"Kerala, [Idukki district - Pirmed tahsil - Kumily, Vandanmedu, Chakkupallam panchayats, Ernakulam, Kottayam districts]; Tamil Nadu [Dindigul, Madurai, Ramanathapuram, Thanjavur, Pudukkottai, Tirunelveli, Coimbatore districts]; Karnataka",,,Most of the speakers have high proficiency in Tamil [tam]. Also use Malayalam [mal].,,,,,,,,,,,,Idukki cluster,,BMI completed recording of a set of story,356,,44-62%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Panchpargania,tdb,Jharkhand,Indo-Aryan,Translation in Progress,East Zone,SEED COMPANY,"NIEA, TSC",193769,Census 2001,,"Jharkhand [Ranchi district - Silli, Rahe, Barenda, Bundu and Tamar regions; Singhbhum district]; Orissa; West Bengal; Assam [tea gardens of upper Assam]",1,,,,,X,,2008,,,,,,,Jharkhand cluster,,,357,,,,,,,,,,,,,,,,,,,,,,,,,
Pando,jpd,Chandigarh,,Translation in Progress,Central Zone,,WIN,195490, 1981 Census,,"In Chhattisgarh [Surgujia (Ambikapur, Lakhnapur, Prem nagar and Ramanujnagar bloks), Korea (Baikunthpur and Sonhat block) and Bilaspur district] ",1,,,,,X,,2011,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,
Pangwali,pgg,Himachal Pradesh,Indo-Aryan,Translation in Progress,North West Zone,"WIn, Few Church planting org",WIN,16285,Census 2001,,"Himachal Pradesh [Chamba District - Pangi Tahsil; Lahul-Spiti District - from Udaipur down the Chenab (Chandra-Bhaga) River to the Chamba border at Purthi, and possibly from Tandi to the Sach Pass]",1,,,,,X,,2006,,,,,,,Pahari cluster,,,359,,5%,,,,,,,,,,,,,,,,,,,,,,,
Paniya,pcg,Kerala,Dravidian,NT available,South Zone,IBT,IBT,91492,Census 2001,,"Kerala [Wayanad, Kozhikode, Kannur, Malappuram districts]; Tamil Nadu [west of Nilgiris Hillls]; Karnataka [Kodagu district]",,X,,,,X,,1995,,,,,,,Wayanad cluster,,,360,,26-41%,Census 2001,,,,,,x,,,,,,,,,,,,,,,,
Pankhu,pkh,Mizoram,Tibeto-Burman,No Need in India,NEI Zone,,,234,,,"Mizoram [Chhimtuipui, Lunglei districts - 12 villages]",,,"Lg of Bangladesh, low pop in India",,,,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,
Pao,ppa,Madhya Pradesh,Tibeto-Burman,No Need,Central Zone,,,53000,,,"Madhya Pradesh [Satna, Chhatarpur, Datia, Panna, Rewa, Shahdol, Sidhi, Tikamgarh districts]",,,Speaks Bagheli,,,,,,,,,,,,Bagheli cluster,,,362,,,,,,,,,,,,,,,,,,,,,,,,,
Pardhan,pch,Madhya Pradesh,Dravidian,No Need,Central Zone,,,135000,Ethnologue 09,,"Madhya Pradesh [Seoni, Mandla, Chhindwara, Hoshangabad, Betul, Balaghat, Jabalpur districts]; Chhattisgarh [Raipur, Bilaspur, Surguja districts]; Maharashtra [Bhandara, Garhchiroli, Nagpur, Wardha,Yavatmal districts]; Andhra Pradesh [Adilabad district]",,,extinct,,,,,,,,,,,,Gondi cluster,,,363,,,,,,,,,,,,,,,,,,,,,,,,,
Pardhi,pcl,Maharashtra,Indo-Aryan,Limited Need,Central Zone,,,120000,Ethnologue 09,,Maharashtra, Andhra Pradesh, Madhya Pradesh, Gujarat,  scattered over wide area,,,Widespread in many states,,,,,,,,,,,,,,BMI completed recording of a set of story, BMI started NT project,364,,,,,,,,,,,,,,,,,,,,
Parenga,pcj,Odissa,Austro-Asiatic,No Need,East Zone,,,12646,Census 2001,,"Orissa [Koraput, Keonjhar, and Mayurbhanj  Districts]; Andhra Pradesh",,,Nearly extinct,,,,,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,
Parsi,prp,Gujarat,Indo-Aryan,Translation in Progress,West Zone,,BMI,69601,Census 2001,,"Gujarat [Navsari, Surat and Ahmedabad districts]; Maharashtra.",1,,,Gospel of Luke drafted and Bible stories completed,,,,2015,,,,,,,,,,366,,98%,,Gujarati,,,,,,,,,,,,,,,,,,,,,
"Pashto, Northern",pbu,Punjab,Indo-Aryan,No Need in India,North West Zone,,,11086,Census 2001,,"Pathankot, Rampur-meeting point of three states, Punjab, Himachal and Jammu Kashmir",,,Lg of Pak,,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,
Pathiya,pty,Kerala,Dravidian,No need,South Zone,,,1000,Ethnologue 09,,"Kerala [Wayanad district - Mathamangalam, Thelampatta, Thekkumpatta, Cheramkolli and Kazhambu]",,,"Low pop, lg used only in home domain",,,,,,,,,,,,Wayanad cluster,,,368,,,,,,,,,,,,,,,,,,,,,,,,,
Pattani,lae,Himachal Pradesh,Tibeto-Burman,Translation in Progress,North West Zone,"MOR, BR, GR, IEM, SAG",SAG,11000,Ethnologue 09,,"Himachal Pradesh [Lahul Valley, Pattan, Chamba-Lahul, and lower Mayar valleys] Some also in Kullu and Manali cities",1,,,,,X,,2004,,,,,,,Lahul,,,369,,50%,,,,,,,x,,,,,,,,,,,,,,,,
Pengo,peg,Odissa,Dravidian,Translation in Progress,East Zone,"GFM, EMOS, Beersheba, ECS, L,CCCYC",TWFTW/OA,350000,Ethnologue 09,,"Orissa [Koraput District - Nowrangapur, Kashipur, Pappadahandi, Dasamantapur and Nandapur tahsils; Kalahandi District]",1,,,,,,,1990/2015,,,,,,,,,,370,,,,,,,,,x,,,,,,,,,,,,,,,,
Phake,phk,Assam,Tai-Kadai,Translation in Progress,NEI Zone,CCCYC,BI,5000,Ethnologue 09,,"Assam [Dibrugarh district - Bor-phake, Nam-phake, Tipam-phake, Man-long, Man-po-mung, Pha-neng, Ning-gam, Nong-lai, Mung-lang villages along the Dihing River]; Arunachal Pradesh",1,,"They speak their language, language development work already initiated",,,X,,2008,,,,,,,Tai Kadai cluster,,,371,,,,,,,,,,,,,,,,,,,,,,,,,
Phudagi,phd,Maharashtra,Indo-Aryan,Research Need,Central Zone,,,1010,Ethnologue 09,,Maharashtra [Thane district],,,,,,,,,,,,,,,Konkani,,,372,,,,,,,,,,,,,,,,,,,,,,,,,
Pnar,pbv,Meghalaya,Austro-Asiatic,Translation in Progress,NEI Zone,,PBT,243441,Census 2001,,"Meghalaya [Khasi and Jaintia Hills - north of the War Jaintia]; Mizoram [Aizawl District - north]; Assam [North Cachar Hills - Jatinga, Borolokha, Dibruchera; Karbi Anglong district - Ulukunchi]",1,,Uses Khasi Bible. But people use their lg.,,,X,,2013,,,,,,,Megalaya cluster,,,373,,62%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Portuguese,por,Goa,,No Need in India,West Zone,,,250000,Ethnologue 09,,"Goa; Daman & Diu, Dadra & Nagar Haveli Union Territories",,,immigrant language,,,,,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,
Poweri,pwr,Madhya Pradesh,Indo-Aryan,Limited Need,Central Zone,,,425745,Census 2001,,"Madhya Pradesh [Balaghat, Seoni, Chhindwara, Betul districts]; Maharashtra [Wardha, Bhandara, Gondia districts]",,,"Lg use decreasing, Negative attitude towards MT. ",Story project in progress,,,,,,,,,,,Powari cluster,,TWFTW started translation, stories completed by NIEA,375,,72%,Census 2001,,,,,,,,,,,,,,,,,,,,,
"Punjabi, Eastern",pan,Punjab,Indo-Aryan,Whole Bible Available,North West Zone,"GR, RC, CCC, FEBA, INT, SGM, BSI, WBTC, TWR, WCOI,GFA radio",,28152794,Census 2001,,"Punjab [Majhi in Gurdaspur and Amritsar districts, Bhatyiana in South Firozpur District]; Rajasthan [Bhatyiana in north Ganganagar District]; Haryana; Delhi; Jammu and Kashmir",,,,,,,,,,1815,,1959,,,Pahari,,,376,,,,,x,x,,x,,,,,,Yes,Yes,,,,,,,,,,
"Punjabi, Mirpur ",pmu,Jammu and Kashmir,Indo-Aryan,No Need in India,North West Zone,GFA radio,,1022000,Ethnologue 09,,"Kashmir [Mirpur area, near Pakistan border]; Also possibly in Pakistan",,,TR in Pak,,,,,,,,,,,,Pahari cluster,,,377,,,,,,,,,,,,,,,,,,,,,,,,,
"Punjabi, Western",pnb,Jammu and Kashmir,Indo-Aryan,NT available,North West Zone,YWAM,BSI,1913519,Ethnologue 09,,Jammu and Kashmir, Delhi, Haryana,,,,,,,,,,1952,,,,,Pahari cluster,,,378,,,,,,,,,x,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
Purik,prx,Jammu and Kashmir,Tibeto-Burman,NT available,North West Zone,"CASM, GR",BSI,37700,Census 2001,,"North Kashmir [Kargil District. Suru Valley is the main population center. It is the dominant group in Suru, a sizeable minority is in Dras Valley, and a minority is in the western Himalayas]",,,,,,,,,,1950,,,,,HI – Balti,,,379,,61%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Puriok,suv,Arunachal Pradesh,Tibeto-Burman,Translation in Progress,NEI Zone,,IEM,3554,Census 2001,,"Arunachal Pradesh [East Zone Kameng, Papumpare, Kurung Kumey, and Lower Subansiri districts - along the Par river - 53 villages]; possibly a few speakers in China",1,,"Scattered in several districts, no Sulung dominated areas",,,X,,2012,,,,,,,Arunachal,,,380,,2%,,,,,,,,,,,,,,,,,,,,,,,
Rabha,rah,Assam,Tibeto-Burman,NT available,NEI Zone,"BAP, GR, BSI, Zoram Baptist Mission",BSI,164266,Census 2001,,"West Assam [Darrang, Goalpara, Kamrup districts]; Meghalaya [East Zone & West Garo Hills Districts]; West Bengal [Jalpaiguri district - Alipurduar sub-division, Koch Bihar district - Tafangunj sub-division]; Nagaland",,X,,,,,,,2012,2000,,,,,Assam,,,381,,67%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Ralte,ral,Mizoram,Tibeto-Burman,No need,NEI Zone,,,900,Ethnologue 09,,"Mizoram [mainly Aizawl District, scattered in Lunglei and Chhimtuipui districts]; Manipur; Tripura [a few villages in the Jampui Hills]",,,"Not actively spoken, they use Mizo Bible in the church",,,,,,,,,,,,Kuki-Chin Linguistic Cluster,,,382,,,,,,,,,,,,,,,,,,,,,,,,,
Rangkas,rgk,Uttarakhand,Tibeto-Burman,No Need,North West Zone,,,600,Wikipedia,,Uttarakhand [Pithoragarh district - Johar valley - Darchula and Munsyari tahsils - facing the Nepal border along the Mahakali Valley],,,Almost extinct,,,,,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,
Ranglong,rnl,Tripura,Tibeto-Burman,NT available,NEI Zone,BI,BI,47245,Census 2001,,"Tripura [Joitang village and others]; Assam, Mizoram",,X,,,,,,1988,2004,2003,,,,,Tripura Ethnic Cluster,,,384,80%,,,,,,,,,,,,,,,,,,,,,,,,
Rathwi,rtw,Gujarat,Indo-Aryan,Translation in Progress,West Zone,IND,BI/OA,536094,Census 2001,,"Gujarat [Vadodara district - Chhota Udaipur, Kavant taluks, and Panchmahals district]; Madhya Pradesh [Jhabua district - Alirajpur taluk]",1,,Translator moving to the field in May 2010,,,X,,2008/2015,,,,,,,,,,385,,37%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Ravula,yea,Kerala,Dravidian,Translation in Progress,South Zone,NLCI,NLCI/IBT,13240,Census 2001,,Karnataka [Coorg (Kodagu) District - Virajpet tahsil], Kerala [Wayanad district -Mananthavadi tahsil and Kannur district],2,X,,"Mark, Genesis, Jacob published. 23 books drafted, consultation checking over for 13 books. Jesus Film available.",,X,,2005,,,,,,,Coorg cluster,,,386,,40-44%,Census 2001,,,,,,,,,,,,,,,,,,,,,
Rawang,raw,Arunachal Pradesh,Tibeto-Burman,Whole Bible Available,NEI Zone,NBCM,,60536,Ethnologue 09,,"The Kunlang dialect is in Arunachal Pradesh, near the Myanmar/Tibet border",,,,,,,,,,1974,,1986,,,,,,387,30-60%,75-100%,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,
Rawat,jnl,Uttarakhand,Tibeto-Burman,Limited Need,North West Zone,,,1515,Census 2001,,Uttarakhand [Pithoragarh District - north of Askot Maila - 9 villages],,,Low population,,,,,,,,,,,,,,,388,1%,,,,,,,,,,,,,,,,,,,,,,,,
Reli,rei,Andhra Pradesh,Indo-Aryan,Limited Need,South Zone,,BMI/TWFTW,21944,Census 2001,,Andhra Pradesh [near Adiwasi Oriya speakers], Orissa [Koraput District],1,,Mostly dwell in urban areas. Quite bilingual in Telugu. But they may want like audio materials in future.,,,,,,,,,,,,Oriya,,TWFTW is working in Andhra Pradesh, OA is working in Odisha,389,,,,,,,,,,,,,,,,,,,,,,,
Riang,ria,Tripura,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, BSI, GFA",,165103,Census 2001,,"north and Central Zone Tripura; Mizoram [Aizawl, Lunglei, Chhimtuipui districts - mostly along bank of Karnafuli river - 30 villages]; Assam [Karimganj District]",,,,,,,,,,1990,,2008,,,Tripura Ethnic Cluster,,,390,,,,,x,,,,,,,,,,,,,,,,,,,,
Rongpo,rnp,Uttarakhand,Tibeto-Burman,Limited Need,North West Zone,,,7500,Ethnologue 09,,"Uttarakhand [Chamoli district - Joshimath Tahsil - Niti valley - Niti, Gamshali, Bampa, Malari villages; Mana valley - Mana, Indradhara, Gajkoti, Pathiya-Dhantoli, Hanuman Chatti, Benakuli, Aut]",,,Learns Garhwali simultaneously. Can they use Garhwali NT?,,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,
Ruga,ruh,Meghalaya,Tibeto-Burman,No Need,NEI Zone,,,10,Ethnologue 09,,Meghalaya [near the Garo people],,,extinct,,,,,,,,,,,,Megalaya cluster,,,392,,,,,,,,,,,,,,,,,,,,,,,,,
Russian,rus,,,No Need in India,Not Applicable,,,,,,,,,immigrant language,,,,,,,,,,,,,,,393,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,
Sadri,sck,Jharkhand,Indo-Aryan,NT available,East Zone," BSI, GR, IEM, RC, HCJB, NIEM, NMM, TWR, WCOI, GFA radio, Operation Mobilization",BSI/TSC,3287362,Census 2001,,"Jharkhand [Ranchi, Palamau districts]; West Bengal; Orissa; Assam; Madhya Pradesh; Andaman Islands; Nagaland",1,,,,,X,,2010,,2016,,,,,Jharkhand cluster,,,394,,15-25%,,,x,x,,x,,,,,,Yes,Yes,,,,,,,,,,
Sakachep,sch,Assam,Tibeto-Burman,Translation in Progress,NEI Zone,GR,TWFTW/NeCTER,30000,Ethnologue 09,,"Assam [Karbi Anglong, N. Cachar Hills - near Umrangso, Cachar Hills districts], Nagaland [Kohima district - Khelma village], Meghalaya [Jaintia Hills district - Saithsma, Rumphung, Mongor villages], Tripura; Mizoram; Manipur",1,,,,,X,,2012,,,,,,,Assam,,,395,,25%,,,,,,,,,,,,,,,,,,,,,,,
Sambalpuri,spv,Odissa,,NT available,East Zone,,IBT,518803,Census 2001,,"Orissa [Sambalpur, Jharsuguda, Sundargarh, Deogarh, Bargarh, Balangir, Boudh, Sonpur, Nuvapada and Kalahandi district. In Chhattisgarh [Raipur, Raigarh and Jagadalpur district] ",,X,,OT in progress by IBT,,X,,NA,,,,,,,,,,396,,,,,,,,,,,,,,,Yes,,,,,,,,,,
Samvedi,smv,Maharashtra,Indo-Aryan,Research Need,Central Zone,,,60000, Wikipedia,,Maharashtra,,,close to Konkani?,,,,,,,,,,,,Konkani,,Win,397,,,,,,,,,,,,,,,,,,,,,,,,,
Sansi,ssi,Rajasthan,Indo-Aryan,Limited Need,West Zone,Buela,,60000,Ethnologue 09,,Rajasthan, Punjab, Haryana, Delhi, Himachal Pradesh, Jammu & Kashmir, Madhya Pradesh, Karnataka, Uttar Pradesh,,,Some are still nomadic,,,,,,,,,,,,Rajasthani cluster,,BMI completed recording of a set of story, BMI started NT project,398,1%,5%,,,,,,,,,,,,,,
Sanskrit,san,Uttar Pradesh,Indo-Aryan,Whole Bible Available,Hindi Zone,,,14099,Census 2001,,,,,,,,,,,,1808,,1822,,,,,There is a modern translation is in progress by The Seed Co. in collaboration with BSI,399,,,,,,,,,,,,,,,,,,,,,,,,,
Santali,sat,Jharkhand,Austro-Asiatic,Whole Bible Available,East Zone,"GR, CCC, CNI, SGM, BSI, TWR, EFICOR, WCOI, FEBA,GFA radio",,6312532,Census 2001,,"Bihar [Bhagalpur, Munger districts]; Jharkhand [Manbhum, Hazaribagh districts], Orissa [Balasore district]; West Bengal [Birbhum, Bankura districts]; Assam; Mizoram; Tripura;",,,,,,,,,,1887,,1914,,,Jharkhand cluster,,,400,10-30%,25-50%,,,x,x,,x,,Yes,Yes,Yes,,,Yes,,,,,,,,,,
Sartang,onp,Arunachal Pradesh,Tibeto-Burman,Limited Need,NEI Zone,IEM??,TWFTW,1000,Ethnologue 09,,"Arunachal Pradesh [West Kameng district - Nafra & Dirang circles - Jerigaon, Sellary, Khoitam, Rahung, Darbu and Khoina villages]",,,,,,X,,2012,,,,,,,Arunachal,,,401,,5%,,Hindi,,,,,,,,,,,,,,,,,,,,,
Saurashtra,saz,Tamil Nadu,Indo-Aryan,NT available,South Zone,"GR, IBT, SGM, WCOI",IBT,185420,Census 2001,,"Tamil Nadu [Madurai, Thanjavur, Dindugul Quaid-E-Milleth, Ramanathapuram, Chengai-Annai, Salem, Tiruchchirappalli, Tirunelveli, Tiruvannamalai, Vellore districts - Madras, Deccan, Madurai, Thanjavur, Salem cities]; Karnataka; Andhra Pradesh",,X,,,,,,1993,,2001,,,,,,,,402,,,,,,,,x,,,,,,,,,,,,,,,,,
Sauria Paharia,mjt,Jharkhand,Dravidian,NT available,East Zone,"GR, CMS, FMPB, SGM, NSM, EFICOR, CNI, Every Home Crusade,FES, WCOI, GFA radio;",FMPB,110000,Ethnologue 09,,"Jharkhand [northern part of former Santal Pargana District, Rajmahal hills proper, mainly in Sahibganj and Godda districts, Litipara Block of Pakaur District]; West Bengal [Bankura, Barddhaman, and Murshidabad districts]",,X,,,,,,1983,,2000,,,,,Jharkhand cluster,,,403,,7%,,,x,,,,,,,,,,,,,,,,,,,,
Savara,svr,Andhra Pradesh,Dravidian,No need,South Zone,"FES, WCOI, GFA radio",,252487,Census 2001,,Andhra Pradesh, Orissa,,,It is also known as Sora which has Bible.,,,,,,,,,,,,AP Telugu,,,404,,,,,,,,,,,,,,,,,,,,,,,,
Sentinel,std,Andaman and Nicobar Islands,Andamanese,No Need,South Zone,,,39,Census 2001,,SouthEast Zoneern Andaman Islands [Sentinel Island],,,Only 150 remained,,,,,,,,,,,,Andaman,,,405,,,,,,,,,,,,,,,,,,,,,,,,,
Seraiki,skr,Punjab,Indo-Aryan,No Need in India,North West Zone,,,67969,Census 2001,,Punjab, Rajasthan, Delhi, Gujarat, Maharashtra, Andhra Pradesh, Madhya Pradesh, Uttar Pradesh,,,TR in Pak,,,,,,,,,,,,,,,406,1%,5-15%,,,,,,,x,,,,,,,,,
Shekhawati,swv,Rajasthan,Indo-Aryan,Translation in Progress,West Zone,NLCI,NLCI/IBT,3000000,Ethnologue 09,,"Rajasthan [Sikar, Jhunjhunun, southern Churu districts]",2,,,"The whole NT and Genesis, Exodus, Numbers are drafted.  Joshua and Judges drafting is going on. 8 books from the NT has been published.",,X,,2009,,,,,,,Rajasthani cluster,,,407,,,,,,,,,,,,,,,,,,,,,,,,,
Shendu,shl,Mizoram,Tibeto-Burman,Research Need,NEI Zone,,,2300,,,Mizoram,,,More in India. Need to know more. Reportedly same as Chin Mara which has scripture,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,
Sherdukpen,sdp,Arunachal Pradesh,Tibeto-Burman,Limited Need,NEI Zone,,,3260,Census 2001,,"Arunachal Pradesh [West Kameng District - south of the Bomdila Range, in the valleys of the Tengapani river, mainly Rupa (Kupa), Shargang (Shergaon), Jigang (Jigaon) and Thungrao villages]; Assam",,,Low pop,,,,,,,,,,,,"Arunachal, HI – EHG",,,409,,15%,1998 Survey,,,,,,,,,,,,,,,,,,,,,,
Sherpa,xsr,Sikkim,Tibeto-Burman,No need in India,NEI Zone,,,18342,Census 2001,,West Bengal [Darjeeling District], Sikkim, Arunachal Pradesh,,,TR in Nepal,,,,,,,,,,,,,,,410,8-9%,,,,x,,,,,Yes,Yes,,,,Yes,,,,,,,,
